timestep,demand_el,
1485,320887.281,
1486,305638.1429,
1487,294930.5157,
1488,276289.0905,
1489,264183.0102,
1490,259955.3436,
1491,257809.2028,
1492,257887.6638,
1493,260107.6503,
1494,268124.5247,
1495,293508.9858,
1496,314222.7061,
1497,320384.2072,
1498,318602.6795,
1499,317504.2247,
1500,318445.7574,
1501,313465.7877,
1502,310835.0344,
1503,306708.9056,
1504,305347.3755,
1505,304271.9974,
1506,307973.5133,
1507,326291.8636,
1508,331857.9836,
1509,315875.0038,
1510,302195.0869,
1511,293624.3698,
1512,277562.9289,
1513,262858.4029,
1514,257878.4331,
1515,251989.2381,
1516,250696.9383,
1517,253295.384,
1518,259544.5768,
1519,284725.9623,
1520,304327.3817,
1521,310055.0392,
1522,307830.4373,
1523,308458.1258,
1524,312215.026,
1525,308384.2801,
1526,303312.0032,
1527,298332.0335,
1528,295659.742,
1529,296938.1958,
1530,307544.2852,
1531,327108.7817,
1532,329702.6121,
1533,308416.5876,
1534,291348.999,
1535,282584.4368,
1536,265267.619,
1537,251403.0878,
1538,241503.148,
1539,236103.1808,
1540,239490.8525,
1541,240293.9246,
1542,237649.3253,
1543,228390.92,
1544,232152.4356,
1545,247083.1141,
1546,260790.7231,
1547,266495.3038,
1548,269721.4381,
1549,264335.317,
1550,254643.0682,
1551,248153.8768,
1552,246963.1148,
1553,247936.9551,
1554,254873.836,
1555,276916.779,
1556,282561.3601,
1557,267635.2969,
1558,257010.7461,
1559,259350.7319,
1560,250613.8619,
1561,239546.2368,
1562,232332.4345,
1563,228164.7675,
1564,224749.4036,
1565,223724.7945,
1566,219644.8193,
1567,208277.196,
1568,208175.6582,
1569,218015.5984,
1570,226050.9342,
1571,231898.591,
1572,237755.4785,
1573,233883.1943,
1574,222626.3396,
1575,216174.0711,
1576,214960.2323,
1577,218532.5183,
1578,232590.8945,
1579,259156.8869,
1580,272342.9606,
1581,263546.091,
1582,257776.8953,
1583,263703.0131,
1584,253839.9961,
1585,246233.8885,
1586,244023.1327,
1587,244055.4402,
1588,242449.2961,
1589,246529.2713,
1590,258173.8159,
1591,285676.7257,
1592,306418.1382,
1593,315575.0056,
1594,314961.1632,
1595,315611.9285,
1596,318824.2166,
1597,316387.3084,
1598,314167.3219,
1599,309468.8889,
1600,307221.2102,
1601,304885.8398,
1602,310488.8827,
1603,325451.8687,
1604,335231.8093,
1605,319516.5201,
1606,304105.8445,
1607,295235.1292,
1608,280479.8342,
1609,270446.0491,
1610,265452.2332,
1611,261035.337,
1612,260343.0335,
1613,264030.7034,
1614,270012.2055,
1615,292885.9127,
1616,313415.0187,
1617,317421.1482,
1618,314273.4751,
1619,314075.0147,
1620,315371.9299,
1621,313885.7851,
1622,312561.1778,
1623,309095.045,
1624,308218.1272,
1625,308707.355,
1626,314785.7796,
1627,331317.9869,
1628,342007.1527,
1629,326758.0146,
1630,312838.0992,
1631,305564.2972,
1632,290952.0783,
1633,266352.2278,
1634,260389.1871,
1635,255473.8323,
1636,253964.6107,
1637,256198.4433,
1638,263338.3999,
1639,287139.7938,
1640,307355.0556,
1641,314656.5497,
1642,319008.8309,
1643,325673.4058,
1644,325031.8712,
1645,320111.9011,
1646,316331.9241,
1647,306238.1393,
1648,307821.2066,
1649,306002.7561,
1650,309058.1221,
1651,324376.4906,
1652,333002.592,
1653,315810.3888,
1654,299928.9468,
1655,293485.9091,
1656,278278.3092,
1657,267829.1419,
1658,262650.7118,
1659,257795.3567,
1660,256863.0547,
1661,260467.6481,
1662,267547.6051,
1663,291685.92,
1664,313156.5588,
1665,323914.9549,
1666,326434.9396,
1667,328313.3898,
1668,331101.0651,
1669,327016.4746,
1670,326601.0925,
1671,320725.7436,
1672,317550.3782,
1673,311873.4897,
1674,315510.3906,
1675,329536.4593,
1676,339141.0163,
1677,324136.4921,
1678,309118.1218,
1679,299592.0258,
1680,282893.6657,
1681,272384.4988,
1682,263559.9371,
1683,257103.0532,
1684,255515.3705,
1685,256489.2108,
1686,264330.7016,
1687,285949.0318,
1688,305342.7601,
1689,317914.9914,
1690,321607.2767,
1691,323374.9582,
1692,323434.9579,
1693,318681.1406,
1694,310622.728,
1695,301498.1681,
1696,294999.746,
1697,291644.3818,
1698,294030.5211,
1699,305038.1466,
1700,307442.7473,
1701,290167.4677,
1702,277059.855,
1703,271876.8096,
1704,257564.5889,
1705,241263.1495,
1706,231912.437,
1707,224934.0179,
1708,223581.7184,
1709,224306.3294,
1710,222127.8811,
1711,218435.5958,
1712,223078.6446,
1713,238913.933,
1714,251458.4721,
1715,258889.1962,
1716,261916.8701,
1717,260310.726,
1718,253738.4583,
1719,248176.9536,
1720,245375.4322,
1721,246150.8121,
1722,252552.3116,
1723,264723.0069,
1724,266582.9956,
1725,250507.7087,
1726,242578.5261,
1727,242416.9886,
1728,230753.9825,
1729,223189.4131,
1730,212758.7073,
1731,204940.2932,
1732,202687.9992,
1733,201524.9294,
1734,199244.9432,
1735,192178.8323,
1736,192580.3683,
1737,205424.9057,
1738,217812.5227,
1739,226484.7777,
1740,237390.8653,
1741,239033.9322,
1742,230112.448,
1743,223978.6391,
1744,221597.1151,
1745,220941.7345,
1746,228755.5331,
1747,245749.276,
1748,254172.3018,
1749,243155.4456,
1750,237007.7907,
1751,238530.8584,
1752,228533.996,
1753,222266.3418,
1754,216104.8408,
1755,217161.7574,
1756,218670.979,
1757,225280.1696,
1758,236772.4075,
1759,265752.2314,
1760,289452.0874,
1761,302365.8551,
1762,304922.7627,
1763,307585.8234,
1764,312358.1021,
1765,312044.2578,
1766,313128.8666,
1767,311919.6432,
1768,310239.6534,
1769,306205.8318,
1770,307876.5909,
1771,321016.511,
1772,325276.4851,
1773,306228.9086,
1774,289022.8593,
1775,277498.3139,
1776,258718.428,
1777,248001.57,
1778,241373.918,
1779,239652.39,
1780,240796.9984,
1781,245366.2014,
1782,251832.316,
1783,275541.4027,
1784,297625.8839,
1785,309408.8892,
1786,309035.0454,
1787,310188.8845,
1788,313590.4023,
1789,311315.0315,
1790,309168.8907,
1791,305545.8358,
1792,304511.9959,
1793,300838.1721,
1794,303459.6946,
1795,315071.9318,
1796,323753.4175,
1797,306981.2117,
1798,293135.142,
1799,283152.1257,
1800,264404.5473,
1801,252141.5449,
1802,246441.5795,
1803,242841.6014,
1804,243150.8303,
1805,246676.9627,
1806,253479.9983,
1807,276686.0111,
1808,297985.8817,
1809,307613.5155,
1810,305596.6047,
1811,304101.2292,
1812,305061.2233,
1813,297533.5768,
1814,293236.6798,
1815,289138.2432,
1816,289184.3967,
1817,287204.4088,
1818,293264.372,
1819,309155.0446,
1820,320458.0529,
1821,303515.0789,
1822,284869.0383,
1823,270146.0509,
1824,249016.9485,
1825,234833.9577,
1826,229877.0648,
1827,228510.9192,
1828,230841.6743,
1829,235807.798,
1830,245643.1228,
1831,268106.0633,
1832,288196.7104,
1833,296961.2726,
1834,293910.5219,
1835,292802.8363,
1836,294441.2879,
1837,290716.6951,
1838,288169.0183,
1839,284615.1937,
1840,284107.5045,
1841,283909.0442,
1842,290601.3112,
1843,305148.9151,
1844,316728.8448,
1845,298641.2624,
1846,280535.2185,
1847,264501.4698,
1848,243681.5963,
1849,226895.5444,
1850,218334.058,
1851,217424.8328,
1852,218467.9033,
1853,223129.4135,
1854,233366.2744,
1855,255487.6784,
1856,278882.9209,
1857,293476.6784,
1858,295908.9713,
1859,296227.4309,
1860,294805.901,
1861,288487.4779,
1862,279875.2225,
1863,271327.5822,
1864,269790.6684,
1865,270192.2044,
1866,276990.6247,
1867,287005.9484,
1868,299647.4101,
1869,281481.3666,
1870,262406.0979,
1871,251536.9332,
1872,231506.2857,
1873,213063.3208,
1874,205706.4424,
1875,202083.3875,
1876,206144.9013,
1877,208941.8074,
1878,209615.6494,
1879,208231.0425,
1880,216847.9132,
1881,231427.8246,
1882,241775.454,
1883,246132.3506,
1884,247221.5748,
1885,241946.2222,
1886,234095.5007,
1887,227223.2348,
1888,227758.6161,
1889,227929.3843,
1890,236287.7951,
1891,247784.6483,
1892,253987.6875,
1893,239389.3147,
1894,228063.2297,
1895,223895.5627,
1896,209647.9569,
1897,196369.5761,
1898,184392.7258,
1899,176338.9286,
1900,177838.9194,
1901,184665.0318,
1902,184771.185,
1903,179283.526,
1904,181051.2076,
1905,193937.2832,
1906,204137.2212,
1907,213907.931,
1908,223766.3327,
1909,223134.0288,
1910,213547.9332,
1911,204954.1393,
1912,200597.2427,
1913,200948.0098,
1914,212057.1731,
1915,231155.5186,
1916,245555.4311,
1917,235498.5691,
1918,227694.0011,
1919,226858.6216,
1920,210414.1061,
1921,199351.0964,
1922,196064.9625,
1923,198058.7966,
1924,200897.2409,
1925,212260.2488,
1926,227957.0765,
1927,255893.8298,
1928,282321.3615,
1929,296033.5859,
1930,296642.813,
1931,298913.5684,
1932,303893.5381,
1933,300141.2532,
1934,297713.5757,
1935,292442.8385,
1936,272375.2681,
1937,284490.5791,
1938,287089.0249,
1939,299845.8704,
1940,316456.5387,
1941,300672.0192,
1942,281753.6727,
1943,265613.7707,
1944,242832.3707,
1945,230006.2948,
1946,222917.1071,
1947,219617.1271,
1948,220724.8127,
1949,226018.6267,
1950,235687.7987,
1951,259087.6565,
1952,281665.9809,
1953,290970.5397,
1954,286336.7217,
1955,281079.8306,
1956,280904.4471,
1957,278172.156,
1958,276044.4766,
1959,273570.6455,
1960,271322.9668,
1961,269199.9028,
1962,276921.3943,
1963,292433.6078,
1964,313068.867,
1965,299878.1779,
1966,283013.665,
1967,267362.9909,
1968,245666.1996,
1969,230698.5983,
1970,221929.4208,
1971,220738.6588,
1972,223212.4899,
1973,228880.1478,
1974,237681.6328,
1975,258099.9702,
1976,276898.3175,
1977,286096.7232,
1978,286225.9532,
1979,284476.733,
1980,286073.6464,
1981,281490.5973,
1982,278832.152,
1983,274124.4882,
1984,270644.5094,
1985,268798.3668,
1986,273529.1072,
1987,285312.1126,
1988,301996.6266,
1989,286992.1024,
1990,268087.6019,
1991,250840.0143,
1992,230024.7562,
1993,215232.5384,
1994,213547.9332,
1995,210354.1065,
1996,212878.7065,
1997,219603.2811,
1998,230061.6791,
1999,253060.0009,
2000,274378.3329,
2001,285385.9583,
2002,285492.1115,
2003,287439.792,
2004,291159.7694,
2005,286585.951,
2006,283355.2014,
2007,282058.2862,
2008,279358.3026,
2009,276584.4733,
2010,281444.4438,
2011,291916.6878,
2012,306330.4464,
2013,289867.4695,
2014,269352.2096,
2015,251573.856,
2016,228838.6096,
2017,216750.9907,
2018,210349.4911,
2019,206938.7426,
2020,209883.3401,
2021,217004.8353,
2022,228206.3057,
2023,249866.1741,
2024,273556.7994,
2025,286558.2589,
2026,287407.4845,
2027,289156.7046,
2028,292193.6092,
2029,292359.7621,
2030,287029.0252,
2031,281601.3659,
2032,280664.4485,
2033,277189.085,
2034,278324.4627,
2035,283858.2753,
2036,288335.1711,
2037,270866.0465,
2038,253055.3855,
2039,240063.1567,
2040,221527.8848,
2041,206680.2827,
2042,197163.4174,
2043,195783.4258,
2044,199300.3275,
2045,204538.7572,
2046,204054.1448,
2047,202752.6142,
2048,208595.6556,
2049,220530.9677,
2050,228330.9203,
2051,231543.2085,
2052,235590.8762,
2053,232046.2824,
2054,227223.2348,
2055,221689.4222,
2056,218758.6708,
2057,219049.4383,
2058,228026.3068,
2059,240663.1531,
2060,252843.0791,
2061,238526.243,
2062,225017.0943,
2063,218495.5955,
2064,202203.3868,
2065,187798.8589,
2066,178369.6854,
2067,178729.6833,
2068,182809.6585,
2069,183017.3495,
2070,179385.0639,
2071,177654.3052,
2072,185283.4896,
2073,195829.5794,
2074,204806.4479,
2075,215717.1508,
2076,217512.5245,
2077,208978.7302,
2078,201386.4687,
2079,198224.9494,
2080,197832.6441,
2081,202757.2296,
2082,214789.4642,
2083,223941.7162,
2084,233592.4268,
2085,227527.8483,
2086,224615.5583,
2087,210967.9489,
2088,195280.3519,
2089,189649.6169,
2090,190549.6114,
2091,193226.5182,
2092,200694.1652,
2093,211194.1014,
2094,240792.3831,
2095,268881.4432,
2096,286521.336,
2097,293204.3723,
2098,298327.4181,
2099,301059.7092,
2100,296347.4301,
2101,291496.6904,
2102,283355.2014,
2103,276579.8579,
2104,269130.6724,
2105,269167.5953,
2106,273819.8747,
2107,280710.6021,
2108,291187.4615,
2109,278892.1516,
2110,262946.0946,
2111,240127.7717,
2112,223941.7162,
2113,215375.6144,
2114,211494.0996,
2115,213238.7043,
2116,220069.4321,
2117,229397.0677,
2118,250835.399,
2119,272970.6491,
2120,283115.2028,
2121,283470.5853,
2122,283309.0478,
2123,283553.6617,
2124,277821.3889,
2125,274092.1808,
2126,270464.5105,
2127,268295.2929,
2128,263924.5502,
2129,265027.6204,
2130,269338.3635,
2131,272499.8827,
2132,276372.1669,
2133,262719.9422,
2134,248878.4878,
2135,229766.2962,
2136,215421.768,
2137,208475.6564,
2138,206297.2081,
2139,208743.347,
2140,215140.2313,
2141,223101.7213,
2142,245938.5057,
2143,269186.0567,
2144,282455.2069,
2145,283645.9689,
2146,282925.9732,
2147,286119.8,
2148,282921.3579,
2149,280096.7597,
2150,277406.0068,
2151,271212.1982,
2152,268553.7529,
2153,269319.9021,
2154,276727.5494,
2155,281749.0573,
2156,285907.4936,
2157,270256.8194,
2158,254693.8371,
2159,234266.2689,
2160,232493.972,
2161,226341.7017,
2162,222755.5696,
2163,224938.6333,
2164,231732.4381,
2165,240473.9235,
2166,263518.3988,
2167,283964.4285,
2168,294210.52,
2169,301396.6302,
2170,309076.5836,
2171,312067.3346,
2172,306588.9064,
2173,301115.0935,
2174,298359.7256,
2175,292502.8381,
2176,285492.1115,
2177,278209.0788,
2178,278684.4605,
2179,278075.2335,
2180,279510.6094,
2181,265129.1583,
2182,253530.7672,
2183,234330.8839,
2184,218218.6741,
2185,211521.7917,
2186,210123.3387,
2187,209638.7262,
2188,208217.1964,
2189,203001.8435,
2190,190152.6908,
2191,187028.0944,
2192,194486.5106,
2193,201303.3923,
2194,205844.9031,
2195,213875.6236,
2196,212223.3259,
2197,203574.1477,
2198,192437.2923,
2199,190037.3069,
2200,189769.6162,
2201,198529.563,
2202,210294.1069,
2203,218661.7483,
2204,230597.0604,
2205,225146.3243,
2206,221610.9612,
2207,205960.287,
2208,194417.2802,
2209,188108.0878,
2210,186603.4816,
2211,185731.1792,
2212,190037.3069,
2213,193074.2115,
2214,192289.6009,
2215,198141.873,
2216,211789.4824,
2217,220526.3524,
2218,222954.0299,
2219,225598.6292,
2220,223041.7217,
2221,217724.8309,
2222,215643.3051,
2223,215407.9219,
2224,216529.4536,
2225,220840.1966,
2226,227472.464,
2227,231155.5186,
2228,234686.2663,
2229,228460.1503,
2230,223807.8709,
2231,206804.8973,
2232,189968.0765,
2233,178854.2979,
2234,175748.1629,
2235,176698.9264,
2236,178388.1469,
2237,178037.3798,
2238,175480.4722,
2239,175812.7779,
2240,188795.7759,
2241,198035.7198,
2242,205041.8311,
2243,212887.9372,
2244,206001.8252,
2245,195248.0444,
2246,190277.3054,
2247,186857.3262,
2248,185781.9481,
2249,192441.9076,
2250,202789.5371,
2251,208180.2735,
2252,214457.1585,
2253,213358.7036,
2254,211798.7131,
2255,196701.8817,
2256,184346.5722,
2257,179675.8314,
2258,177677.382,
2259,176265.0828,
2260,179768.1385,
2261,179657.3699,
2262,176666.6189,
2263,179288.1414,
2264,189428.0798,
2265,201335.6997,
2266,208438.7335,
2267,213654.0864,
2268,210723.335,
2269,203269.5342,
2270,195308.0441,
2271,190438.8429,
2272,188301.9328,
2273,195695.734,
2274,205734.1346,
2275,212509.478,
2276,224070.9462,
2277,223484.7959,
2278,221509.4233,
2279,205752.596,
2280,192861.9051,
2281,189695.7705,
2282,191929.6031,
2283,194389.5881,
2284,202337.2321,
2285,215509.4598,
2286,244955.4347,
2287,269209.1335,
2288,281841.3644,
2289,281661.3655,
2290,281361.3674,
2291,282685.9747,
2292,276395.2437,
2293,271147.5833,
2294,265023.0051,
2295,260583.0321,
2296,255321.5256,
2297,258695.3512,
2298,266084.5371,
2299,272047.5778,
2300,280479.8342,
2301,272975.2645,
2302,259124.5794,
2303,238766.2415,
2304,224218.6376,
2305,218094.0595,
2306,213012.5519,
2307,213469.4722,
2308,218735.594,
2309,227167.8505,
2310,255912.2912,
2311,276806.0104,
2312,285658.2643,
2313,284116.7352,
2314,282016.748,
2315,283045.9725,
2316,278601.3841,
2317,272827.573,
2318,266970.6856,
2319,265766.0775,
2320,264372.2398,
2321,265909.1535,
2322,270930.6615,
2323,277646.0053,
2324,287605.9448,
2325,277064.4704,
2326,258076.8934,
2327,235664.7219,
2328,216963.2971,
2329,213894.085,
2330,211835.6359,
2331,213109.4744,
2332,219127.8993,
2333,230749.3672,
2334,257010.7461,
2335,277309.0843,
2336,287739.7901,
2337,288496.7086,
2338,292627.4527,
2339,294330.5193,
2340,289539.7792,
2341,285432.1118,
2342,279939.8375,
2343,277756.7739,
2344,273921.4126,
2345,274036.7965,
2346,279413.6869,
2347,284112.1199,
2348,288164.4029,
2349,278167.5406,
2350,262719.9422,
2351,240658.5377,
2352,225252.4775,
2353,216940.2203,
2354,217697.1388,
2355,219137.13,
2356,225021.7097,
2357,233767.8104,
2358,257130.7453,
2359,281259.8295,
2360,292345.916,
2361,293993.5983,
2362,296481.2755,
2363,298221.2649,
2364,291704.3814,
2365,283627.5074,
2366,277290.6229,
2367,273192.1862,
2368,270141.4355,
2369,271401.4279,
2370,273898.3358,
2371,275462.9417,
2372,275352.1731,
2373,267889.1415,
2374,254564.6071,
2375,234746.266,
2376,217069.4503,
2377,209366.4202,
2378,204386.4504,
2379,207598.7386,
2380,211046.41,
2381,210109.4926,
2382,205757.2113,
2383,212560.2469,
2384,228746.3024,
2385,240007.7725,
2386,242883.1396,
2387,246538.502,
2388,240072.3875,
2389,232526.2795,
2390,227786.3083,
2391,226618.623,
2392,224878.6336,
2393,231233.9796,
2394,236878.5607,
2395,239121.624,
2396,238175.4759,
2397,232364.742,
2398,227149.3891,
2399,210538.7208,
2400,197306.4935,
2401,189783.4622,
2402,188020.396,
2403,191084.9928,
2404,194740.3552,
2405,193928.0524,
2406,188565.0081,
2407,188140.3953,
2408,197029.5721,
2409,207137.203,
2410,218218.6741,
2411,229240.1456,
2412,225280.1696,
2413,215514.0751,
2414,207857.1986,
2415,204044.9141,
2416,202568,
2417,210271.0301,
2418,220304.8153,
2419,226475.547,
2420,234824.727,
2421,236112.4115,
2422,235286.2627,
2423,219534.0507,
2424,208858.731,
2425,204575.6801,
2426,202747.9989,
2427,207040.2805,
2428,215135.6159,
2429,228197.075,
2430,262350.7136,
2431,288492.0933,
2432,300164.33,
2433,302545.854,
2434,307055.0574,
2435,310161.1924,
2436,304475.0731,
2437,299550.4876,
2438,294455.1339,
2439,292595.1452,
2440,286885.9492,
2441,285625.9568,
2442,285182.8826,
2443,285875.1861,
2444,289336.7035,
2445,282621.3597,
2446,267561.4512,
2447,244678.5133,
2448,228427.8428,
2449,217115.6039,
2450,214378.6974,
2451,217812.5227,
2452,224915.5565,
2453,237700.0942,
2454,267224.5302,
2455,290905.9247,
2456,299278.1816,
2457,299139.7209,
2458,300072.0229,
2459,302735.0836,
2460,301355.092,
2461,298553.5706,
2462,292392.0696,
2463,289816.7006,
2464,283138.2796,
2465,283212.1253,
2466,285293.6512,
2467,287347.4848,
2468,290596.6959,
2469,282215.2083,
2470,266084.5371,
2471,240501.6156,
2472,223600.1799,
2473,217267.9106,
2474,214092.5453,
2475,217503.2938,
2476,222755.5696,
2477,234201.6539,
2478,267427.6059,
2479,290070.5452,
2480,298484.3402,
2481,298498.1863,
2482,300662.7885,
2483,305190.4533,
2484,303681.2317,
2485,301322.7845,
2486,296125.893,
2487,292073.61,
2488,285002.8837,
2489,285478.2654,
2490,287389.023,
2491,290149.0063,
2492,291284.384,
2493,282076.7476,
2494,265913.7689,
2495,243640.0581,
2496,223835.563,
2497,215537.1519,
2498,214267.9289,
2499,216990.9892,
2500,221112.5027,
2501,232738.5859,
2502,266282.9974,
2503,288344.4018,
2504,295973.5863,
2505,295650.5113,
2506,298415.1099,
2507,302795.0833,
2508,300422.79,
2509,297150.5022,
2510,291552.0747,
2511,286705.9503,
2512,280687.5253,
2513,281379.8288,
2514,285132.1137,
2515,286059.8003,
2516,287873.6355,
2517,280202.9129,
2518,262779.9418,
2519,236841.6379,
2520,219294.0522,
2521,213095.6283,
2522,213331.0115,
2523,216026.3797,
2524,223840.1784,
2525,236781.6382,
2526,264644.5458,
2527,286609.0278,
2528,297376.6547,
2529,299135.1055,
2530,300847.4028,
2531,299661.2562,
2532,292308.9931,
2533,284010.582,
2534,278735.2295,
2535,272162.9617,
2536,267847.6033,
2537,270930.6615,
2538,273662.9526,
2539,273662.9526,
2540,273639.8758,
2541,269255.2871,
2542,259839.9597,
2543,238623.1655,
2544,219478.6664,
2545,209537.1884,
2546,207654.1229,
2547,212324.8637,
2548,214337.1592,
2549,212661.7848,
2550,205521.8282,
2551,213026.3979,
2552,227338.6187,
2553,233569.35,
2554,233772.4257,
2555,232230.8966,
2556,226360.1631,
2557,218352.5194,
2558,213487.9336,
2559,210755.6425,
2560,209403.343,
2561,215994.0722,
2562,226415.5474,
2563,229743.2194,
2564,231252.441,
2565,230435.5229,
2566,225598.6292,
2567,209334.1127,
2568,194601.8945,
2569,183788.1141,
2570,177908.1498,
2571,181508.1279,
2572,186732.7116,
2573,188145.0107,
2574,182121.9703,
2575,183746.5759,
2576,190494.2272,
2577,196918.8035,
2578,203167.9963,
2579,210538.7208,
2580,202849.5367,
2581,190521.9193,
2582,182191.2007,
2583,179758.9078,
2584,180668.133,
2585,192095.7559,
2586,207561.8158,
2587,216598.6839,
2588,224874.0183,
2589,229267.8377,
2590,225483.2453,
2591,207626.4308,
2592,193554.2086,
2593,185772.7174,
2594,188126.5492,
2595,193397.2864,
2596,202074.1568,
2597,218541.749,
2598,253443.0754,
2599,276524.4737,
2600,282750.5897,
2601,280479.8342,
2602,281001.3695,
2603,282224.439,
2604,278956.7666,
2605,276169.0912,
2606,271179.8908,
2607,267007.6084,
2608,261755.3326,
2609,263546.091,
2610,270542.9715,
2611,273926.0279,
2612,275144.482,
2613,271369.1204,
2614,252907.6941,
2615,226997.0823,
2616,213238.7043,
2617,206897.2044,
2618,205784.9035,
2619,210700.2582,
2620,216224.84,
2621,229092.4542,
2622,257278.4368,
2623,279579.8397,
2624,286489.0285,
2625,282325.9769,
2626,286022.8775,
2627,290467.4659,
2628,288113.634,
2629,286405.9521,
2630,281315.2138,
2631,279815.2229,
2632,273902.9511,
2633,274821.4071,
2634,281176.7531,
2635,282644.4365,
2636,279256.7648,
2637,273907.5665,
2638,256152.2898,
2639,235101.6484,
2640,217724.8309,
2641,212380.248,
2642,212841.7837,
2643,217050.9889,
2644,221869.4211,
2645,231446.286,
2646,261843.0244,
2647,284527.502,
2648,295281.2828,
2649,295068.9764,
2650,295428.9742,
2651,299702.7944,
2652,297630.4993,
2653,296121.2777,
2654,291081.3083,
2655,288376.7093,
2656,285058.268,
2657,286133.646,
2658,288422.8629,
2659,284522.8866,
2660,280705.9867,
2661,277978.311,
2662,262244.5604,
2663,237644.7099,
2664,222690.9546,
2665,213437.1647,
2666,213132.5511,
2667,216349.4547,
2668,222880.1842,
2669,233966.2707,
2670,259987.6511,
2671,279542.9169,
2672,286724.4117,
2673,285372.1122,
2674,286336.7217,
2675,289253.6271,
2676,283747.5067,
2677,278490.6156,
2678,274022.9504,
2679,270566.0483,
2680,264519.9312,
2681,267067.608,
2682,273699.8754,
2683,277378.3146,
2684,274562.9471,
2685,272412.191,
2686,256530.749,
2687,233458.5815,
2688,216727.9139,
2689,208147.966,
2690,206767.9744,
2691,209292.5745,
2692,216930.9896,
2693,232013.9749,
2694,256115.3669,
2695,276326.0133,
2696,282173.6701,
2697,278402.9238,
2698,275509.0952,
2699,276626.0115,
2700,269559.9006,
2701,261372.258,
2702,254513.8382,
2703,250489.2472,
2704,248920.026,
2705,253673.8433,
2706,259096.8872,
2707,261875.3319,
2708,260739.9542,
2709,260698.416,
2710,247189.2673,
2711,225667.8596,
2712,206546.4373,
2713,198908.0222,
2714,196074.1933,
2715,195598.8115,
2716,197348.0317,
2717,198617.2547,
2718,199346.4811,
2719,208415.6567,
2720,221343.2705,
2721,228026.3068,
2722,228598.611,
2723,227320.1572,
2724,219778.6646,
2725,208729.501,
2726,199946.4774,
2727,198363.4101,
2728,198201.8726,
2729,206260.2852,
2730,216972.5278,
2731,221601.7305,
2732,222570.9553,
2733,225852.4739,
2734,218897.1315,
2735,201178.7776,
2736,188795.7759,
2737,180091.2134,
2738,175655.8558,
2739,177995.8416,
2740,179588.1396,
2741,181171.2069,
2742,176518.9275,
2743,177949.688,
2744,184978.8761,
2745,194509.5874,
2746,195908.0404,
2747,201820.3122,
2748,196757.266,
2749,185135.7982,
2750,177465.0756,
2751,179657.3699,
2752,182606.5828,
2753,193318.8254,
2754,206472.5916,
2755,213391.0111,
2756,220041.7399,
2757,227061.6973,
2758,222621.7243,
2759,205738.7499,
2760,195266.5059,
2761,187231.1701,
2762,187291.1697,
2763,189700.3858,
2764,194929.5848,
2765,210838.7189,
2766,243686.2117,
2767,273109.1098,
2768,287209.0241,
2769,292447.4538,
2770,297524.3461,
2771,301941.2423,
2772,296467.4294,
2773,292807.4517,
2774,288524.4008,
2775,283198.2793,
2776,277479.8525,
2777,278458.3081,
2778,277793.6967,
2779,279856.7611,
2780,275056.7903,
2781,272273.7303,
2782,254555.3764,
2783,231727.8228,
2784,218754.0555,
2785,212758.7073,
2786,209574.1112,
2787,211041.7946,
2788,217369.4485,
2789,231635.5156,
2790,256341.5194,
2791,278578.3073,
2792,288330.5558,
2793,285445.9579,
2794,284767.5005,
2795,287213.6395,
2796,285976.7239,
2797,284942.8841,
2798,280212.1436,
2799,277193.7004,
2800,268235.2933,
2801,268272.2161,
2802,271216.8136,
2803,273787.5672,
2804,272606.0359,
2805,270866.0465,
2806,251920.0078,
2807,226964.7748,
2808,214544.8503,
2809,208111.0432,
2810,206458.7455,
2811,206777.2051,
2812,214507.9274,
2813,231293.9793,
2814,255492.2938,
2815,277442.9296,
2816,284596.7323,
2817,280862.9088,
2818,281499.828,
2819,283535.2003,
2820,279118.3041,
2821,276002.9384,
2822,270718.3551,
2823,267049.1466,
2824,263730.7052,
2825,265950.6918,
2826,271022.9686,
2827,274184.4879,
2828,272107.5774,
2829,266749.1484,
2830,249644.637,
2831,226235.5485,
2832,211337.1774,
2833,204972.6007,
2834,200698.7805,
2835,201820.3122,
2836,207137.203,
2837,222358.6489,
2838,250230.7873,
2839,273086.033,
2840,279856.7611,
2841,277830.6196,
2842,278652.153,
2843,281767.5187,
2844,278204.4635,
2845,275222.9431,
2846,271682.9646,
2847,270187.5891,
2848,267870.6801,
2849,270658.3555,
2850,275315.2502,
2851,276256.783,
2852,274378.3329,
2853,272421.4217,
2854,253396.9219,
2855,228044.7682,
2856,211392.5617,
2857,207469.5086,
2858,204049.5294,
2859,204451.0654,
2860,210109.4926,
2861,225709.3978,
2862,255704.6002,
2863,277895.2346,
2864,288510.5547,
2865,295322.821,
2866,301913.5502,
2867,307484.2856,
2868,296725.8894,
2869,287822.8666,
2870,279990.6064,
2871,275527.5566,
2872,271849.1175,
2873,273362.9544,
2874,270427.5876,
2875,264953.7747,
2876,255958.4448,
2877,249280.0238,
2878,234293.961,
2879,213787.9318,
2880,196014.1936,
2881,186077.3309,
2882,181821.9722,
2883,179061.9889,
2884,179888.1378,
2885,177931.2266,
2886,170583.5789,
2887,177418.922,
2888,188066.5496,
2889,197601.8763,
2890,204894.1397,
2891,215172.5388,
2892,212643.3233,
2893,204571.0647,
2894,199743.4017,
2895,195714.1954,
2896,197283.4167,
